product_name,node_name,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
prod-A,CAN,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,CAN,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,CAN_D,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,CAN_D,2026,13,19,24,21,22,39,28,32,30,27,25,28
prod-A,CAN_I,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,CAN_I,2026,16,20,25,21,23,26,29,34,31,28,26,29
prod-A,CAN_N,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,CAN_N,2026,16,20,25,21,23,26,29,34,31,28,26,29
prod-A,FRALEAF,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,FRALEAF,2026,37,44,57,49,52,60,67,74,70,63,60,67
prod-A,HAM,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,HAM,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,HAM_D,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,HAM_D,2026,38,45,56,49,52,59,67,75,70,63,59,67
prod-A,HAM_I,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,HAM_I,2026,38,45,56,49,52,59,67,75,70,63,59,67
prod-A,HAM_N,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,HAM_N,2026,38,45,56,49,52,59,67,75,70,63,59,67
prod-A,JPN,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,JPN,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC_D,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC_D,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC_I,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC_I,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC_N,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,MUC_N,2026,2,3,3,3,3,3,5,4,4,4,3,4
prod-A,SHA,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,SHA_D,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,SHA_D,2026,30,36,45,39,42,48,54,62,57,51,48,54
prod-A,SHA_I,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,SHA_I,2026,30,36,45,39,42,48,54,62,57,51,48,54
prod-A,SHA_N,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,SHA_N,2026,30,36,45,39,42,48,54,62,57,51,48,54
prod-A,NYC,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,NYC_D,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,NYC_D,2026,43,44,45,39,42,48,54,63,58,51,48,54
prod-A,NYC_I,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,NYC_I,2026,43,44,45,39,42,48,54,63,58,51,48,54
prod-A,NYC_N,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,NYC_N,2026,41,44,46,40,43,49,55,57,58,52,49,55
prod-A,LAX,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,LAX_D,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,LAX_D,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,LAX_I,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,LAX_I,2026,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,LAX_N,2025,0,0,0,0,0,0,0,0,0,0,0,0
prod-A,LAX_N,2026,0,0,0,0,0,0,0,0,0,0,0,0
